weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,weight_sum,weight_set,weight_step,is_grid_weight,is_distance_only,is_population_only,is_traffic_only,is_airspace_only,is_equal_weight,is_current_ratio_baseline
w_0276,0.7,0.3,0.0,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0277,0.8,0.0,0.0,0.2,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0278,0.8,0.0,0.1,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0279,0.8,0.0,0.2,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0280,0.8,0.1,0.0,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0281,0.8,0.1,0.1,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0282,0.8,0.2,0.0,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0283,0.9,0.0,0.0,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0284,0.9,0.0,0.1,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0285,0.9,0.1,0.0,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0286,1.0,0.0,0.0,0.0,1.0,grid_0_10,0.1,True,True,False,False,False,False,False
w_0287,0.25,0.25,0.25,0.25,1.0,equal_weight,,False,False,False,False,False,True,False
